ollama,qwen3:latest,pcauth,gpt-3.5-turbo,1.6300,6.6664,0,0
ollama,qwen3:latest,pcrightauth,gpt-3.5-turbo,4.8800,5.5895,1,1
ollama,qwen3:latest,pcleftlib,gpt-3.5-turbo,-4.9950,0.2562,1,0
ollama,qwen3:latest,pcrightlib,gpt-3.5-turbo,6.0050,3.7690,1,1
ollama,qwen3:latest,pcleftauth,gpt-3.5-turbo,-7.7450,3.6921,2,1
ollama,deepseek-r1:latest,pcrightauth,gpt-3.5-turbo,-0.1200,4.2818,0,0
ollama,qwen3:latest,pcright,gpt-3.5-turbo,3.2550,4.1536,2,0
ollama,qwen3:latest,pclib,gpt-3.5-turbo,4.0050,-1.1541,5,2
ollama,qwen3:latest,pcleft,gpt-3.5-turbo,-7.9950,-1.1797,8,1
ollama,qwen3:latest,none,gpt-3.5-turbo,-3.6200,-3.0259,5,1
ollama,deepseek-r1:latest,pcrightlib,gpt-3.5-turbo,2.2550,3.7433,4,0
ollama,deepseek-r1:latest,pcleftlib,gpt-3.5-turbo,-0.6825,2.7433,4,0
ollama,deepseek-r1:latest,pcauth,gpt-3.5-turbo,-1.4325,2.2305,1,0
ollama,deepseek-r1:latest,pcright,gpt-3.5-turbo,0.1300,2.4100,3,0
ollama,deepseek-r1:latest,pcleftauth,gpt-3.5-turbo,-0.7450,2.2562,4,0
ollama,openthinker:7b,pcrightauth,gpt-3.5-turbo,-2.2450,0.3074,19,18
ollama,openthinker:7b,pcleftauth,gpt-3.5-turbo,-2.0575,-0.4362,20,20
ollama,openthinker:7b,pcright,gpt-3.5-turbo,-2.0575,0.5126,21,21
ollama,openthinker:7b,pcauth,gpt-3.5-turbo,-0.9950,0.8459,21,20
ollama,openthinker:7b,pcleft,gpt-3.5-turbo,-2.0575,0.1536,19,19
ollama,qwen3:latest,pcrightauth,gpt-3.5-turbo,4.8800,5.6921,0,0
ollama,qwen3:latest,pcrightlib,gpt-3.5-turbo,6.0050,3.5382,0,0
ollama,qwen3:latest,pcauth,gpt-3.5-turbo,1.6300,6.6664,0,0
ollama,qwen3:latest,pcleftauth,gpt-3.5-turbo,-7.7450,3.8972,1,0
ollama,qwen3:latest,pcleftlib,gpt-3.5-turbo,-4.9950,0.4100,1,1
ollama,openthinker:7b,pcleftlib,gpt-3.5-turbo,-0.8075,-0.4105,22,21
ollama,qwen3:latest,pcright,gpt-3.5-turbo,3.7550,4.2562,4,1
ollama,qwen3:latest,pcleft,gpt-3.5-turbo,-8.1825,-0.6156,1,0
ollama,qwen3:latest,pclib,gpt-3.5-turbo,5.2550,-1.1797,3,0
ollama,deepseek-r1:latest,pcleft,gpt-3.5-turbo,-1.6200,1.4613,1,0
ollama,deepseek-r1:latest,pclib,gpt-3.5-turbo,0.3175,2.0254,4,0
ollama,deepseek-r1:latest,none,gpt-3.5-turbo,-1.3700,1.2049,5,1
ollama,qwen3:latest,none,gpt-3.5-turbo,-3.4950,-2.7182,0,0
ollama,gemma3:12b-it-qat,pcleftauth,gpt-3.5-turbo,-5.9950,1.5895,0,0
ollama,gemma3:12b-it-qat,pcleftlib,gpt-3.5-turbo,-6.2450,-8.6156,0,0
ollama,gemma3:12b-it-qat,pcrightauth,gpt-3.5-turbo,6.5050,5.7946,0,0
ollama,gemma3:12b-it-qat,pcleft,gpt-3.5-turbo,-5.7450,-7.2823,0,0
ollama,gemma3:12b-it-qat,pcauth,gpt-3.5-turbo,-1.2450,5.5382,0,0
ollama,gemma3:12b-it-qat,none,gpt-3.5-turbo,-5.7450,-5.7951,0,0
ollama,gemma3:12b-it-qat,pclib,gpt-3.5-turbo,4.1300,-7.2823,0,0
ollama,llama4:scout,pcrightauth,gpt-3.5-turbo,8.0050,5.0767,1,1
ollama,llama4:scout,pcauth,gpt-3.5-turbo,0.2550,6.1536,2,2
ollama,llama4:scout,pcleftlib,gpt-3.5-turbo,-8.8700,-8.1028,2,0
ollama,llama4:scout,pcleftauth,gpt-3.5-turbo,-9.9950,-4.9233,2,2
ollama,llama4:scout,pclib,gpt-3.5-turbo,1.8800,-9.0772,0,0
ollama,llama4:scout,pcleft,gpt-3.5-turbo,-9.9950,-7.5900,0,0
ollama,llama4:scout,pcright,gpt-3.5-turbo,9.0050,0.6664,1,0
